country,gm_GNP,income,happy
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,3,2
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,8,4
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,5,4
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,2,4
Belgium,0.48439999999999994,9,4
Belgium,0.48439999999999994,5,4
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,8,4
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,2,4
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,0,3
Belgium,0.48439999999999994,1,2
Belgium,0.48439999999999994,2,4
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,0,4
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,3,2
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,3,2
Belgium,0.48439999999999994,0,2
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,0,2
Belgium,0.48439999999999994,0,4
Belgium,0.48439999999999994,5,4
Belgium,0.48439999999999994,5,4
Belgium,0.48439999999999994,2,2
Belgium,0.48439999999999994,9,4
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,0,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,9,4
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,4,2
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,4,2
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,0,3
Belgium,0.48439999999999994,1,2
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,3,4
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,5,2
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,0,3
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,4,4
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,1,3
Belgium,0.48439999999999994,9,4
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,1,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,9,3
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,5,4
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,6,3
Belgium,0.48439999999999994,7,3
Belgium,0.48439999999999994,0,3
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,0,4
Belgium,0.48439999999999994,5,3
Belgium,0.48439999999999994,2,3
Belgium,0.48439999999999994,2,2
Belgium,0.48439999999999994,9,4
Belgium,0.48439999999999994,4,3
Belgium,0.48439999999999994,3,3
Belgium,0.48439999999999994,7,4
Belgium,0.48439999999999994,6,4
Belgium,0.48439999999999994,8,3
Belgium,0.48439999999999994,4,4
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,1
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,0,1
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,0,1
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,6,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,6,2
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,8,3
Spain,0.032399999999999984,9,4
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,1,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,9,3
Spain,0.032399999999999984,0,1
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,9,4
Spain,0.032399999999999984,9,4
Spain,0.032399999999999984,9,3
Spain,0.032399999999999984,9,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,2,1
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,2,4
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,1
Spain,0.032399999999999984,7,2
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,7,4
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,7,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,0,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,0,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,1,3
Spain,0.032399999999999984,5,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,9,4
Spain,0.032399999999999984,4,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,1,1
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,0,2
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,9,3
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,5,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,7,4
Spain,0.032399999999999984,3,2
Spain,0.032399999999999984,7,3
Spain,0.032399999999999984,4,4
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,7,4
Spain,0.032399999999999984,3,3
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,6,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,2,3
Spain,0.032399999999999984,3,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,9,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,8,3
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,2,2
Spain,0.032399999999999984,5,2
Spain,0.032399999999999984,6,4
Spain,0.032399999999999984,4,3
Spain,0.032399999999999984,3,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,8,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,2,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,2,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,6,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,1,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,8,4
Ireland,-0.11460000000000015,6,3
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,6,2
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,3,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,1,3
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,0,3
Ireland,-0.11460000000000015,3,3
Ireland,-0.11460000000000015,8,3
Ireland,-0.11460000000000015,2,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,7,2
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,5,2
Ireland,-0.11460000000000015,8,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,8,1
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,6,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,3,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,3,2
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,3,4
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,3,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,0,3
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,0,3
Ireland,-0.11460000000000015,3,3
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,2,3
Ireland,-0.11460000000000015,8,4
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,4,4
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,9,3
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,2,3
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,1,3
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,1,3
Ireland,-0.11460000000000015,6,4
Ireland,-0.11460000000000015,5,3
Ireland,-0.11460000000000015,0,3
Ireland,-0.11460000000000015,5,4
Ireland,-0.11460000000000015,6,3
Ireland,-0.11460000000000015,1,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,8,4
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,7,2
Ireland,-0.11460000000000015,8,4
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,9,4
Ireland,-0.11460000000000015,3,3
Ireland,-0.11460000000000015,7,4
Ireland,-0.11460000000000015,4,3
Ireland,-0.11460000000000015,6,3
Ireland,-0.11460000000000015,7,3
Ireland,-0.11460000000000015,3,2
N. Ireland,0.5404,1,4
N. Ireland,0.5404,7,3
N. Ireland,0.5404,6,3
N. Ireland,0.5404,4,3
N. Ireland,0.5404,1,2
N. Ireland,0.5404,9,3
N. Ireland,0.5404,9,3
N. Ireland,0.5404,8,4
N. Ireland,0.5404,7,3
N. Ireland,0.5404,4,3
N. Ireland,0.5404,7,4
N. Ireland,0.5404,6,4
N. Ireland,0.5404,4,3
N. Ireland,0.5404,7,3
N. Ireland,0.5404,1,4
N. Ireland,0.5404,1,3
N. Ireland,0.5404,8,3
N. Ireland,0.5404,9,1
N. Ireland,0.5404,8,3
N. Ireland,0.5404,8,3
N. Ireland,0.5404,4,3
N. Ireland,0.5404,3,4
N. Ireland,0.5404,0,3
N. Ireland,0.5404,9,4
N. Ireland,0.5404,8,4
N. Ireland,0.5404,2,3
N. Ireland,0.5404,3,4
N. Ireland,0.5404,5,4
N. Ireland,0.5404,2,3
N. Ireland,0.5404,6,4
N. Ireland,0.5404,1,3
N. Ireland,0.5404,1,3
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,6,4
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,6,4
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,1,4
U.S.A.,1.1093999999999997,1,3
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,1,4
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,5,4
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,6,4
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,0,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,1,2
U.S.A.,1.1093999999999997,1,4
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,2,4
U.S.A.,1.1093999999999997,5,4
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,5,2
U.S.A.,1.1093999999999997,5,4
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,1,4
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,0,3
U.S.A.,1.1093999999999997,7,3
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,5,3
U.S.A.,1.1093999999999997,1,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,9,3
U.S.A.,1.1093999999999997,4,2
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,5,3
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,1,1
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,4,4
U.S.A.,1.1093999999999997,1,4
U.S.A.,1.1093999999999997,1,3
U.S.A.,1.1093999999999997,5,4
U.S.A.,1.1093999999999997,5,2
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,3,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,3,4
U.S.A.,1.1093999999999997,2,4
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,6,3
U.S.A.,1.1093999999999997,2,4
U.S.A.,1.1093999999999997,4,3
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,1,3
U.S.A.,1.1093999999999997,5,3
U.S.A.,1.1093999999999997,2,3
U.S.A.,1.1093999999999997,2,3
